HITId,summary,memType,storyIx,sentIx,sent,HippocorpusAssignmentId,rawEventAnnot,majorBin,minorBin,expectedBin,surprisingBin,eventOrNot
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,0,"My son, we will call him Sam, decided to play football.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"major-surprising,major-surprising,noEvent,minor-expected,noEvent,major-expected,major-surprising,major-surprising",0.625,0.125,0.25,0.5,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,1,"Now, Sam is a bit on the husky side, but that is truly his only downfall.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.25,0.0,0.0,0.25,0.25
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,2,He is incredibly smart and gives all tasks his all.,3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,minor-expected,noEvent,minor-expected,noEvent,major-surprising,noEvent,noEvent",0.125,0.25,0.25,0.125,0.375
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,3,"He is super friendly, and kind of Ferdinand in that he doesn't like using his size to hurt others.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,minor-expected,noEvent,major-surprising,noEvent,minor-expected,noEvent,noEvent",0.125,0.25,0.25,0.125,0.375
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,4,"He also is home schooled, because as a parent, I am worried about bullying and the other social factors that cause students to become sidetracked from their studies and lead to emotional problems.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,minor-expected,major-surprising,minor-expected,major-surprising,minor-expected,noEvent,major-expected",0.375,0.375,0.5,0.25,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,5,"In any event, when Sam began playing football, he began with a group of kids that already had been playing together for years and also went to school together and lived in the same neighborhood.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,minor-expected,major-surprising,noEvent,major-surprising,major-expected,minor-expected,major-expected",0.5,0.25,0.5,0.25,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,6,"He had made some friends, but this core group of kids was hard to crack - especially since Sam had no previous football experience AND the coaches were all father's of this golden crew.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,minor-expected,noEvent,major-surprising,noEvent,major-surprising,minor-expected,noEvent",0.25,0.25,0.25,0.25,0.5
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,7,"Sam was having an especially tough practice, and was confused about the instruction of a particular play - and finally angry because on day 7 Sam didn't know what in the heck a touch back, left tackle was or the different rules that apply to offense and defense yet.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,minor-expected,minor-expected,major-expected,major-surprising,major-expected,noEvent,major-expected",0.5,0.25,0.625,0.125,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,8,"The coaches son said some incredibly hateful things to Sam behind his back, but loudly enough  so that Sam could hear.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"major-surprising,major-surprising,major-surprising,minor-expected,major-surprising,minor-expected,major-surprising,major-surprising",0.75,0.25,0.25,0.75,1.0
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,9,He was crying and so upset when all of those kids laughed and picked on him all practice.,3GNCZX450J9E72X7C0B85YCCTW6PAM,"major-expected,major-expected,noEvent,noEvent,major-surprising,major-expected,major-expected,major-expected",0.75,0.0,0.625,0.125,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,10,I briefly spoke to the coach who did NOTHING but say it was FOOTBALL and to toughen up.,3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,minor-expected,minor-expected,noEvent,major-surprising,minor-expected,minor-expected",0.25,0.5,0.5,0.25,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,11,"I talked to Sam, and he decided to stay.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,minor-expected,noEvent,noEvent,major-surprising,minor-expected,major-surprising",0.375,0.25,0.25,0.375,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,12,"He seemed a little off that day, but worked hard and had all the plays figured out as he had studied up the night before.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,minor-expected,minor-expected,noEvent,noEvent,major-expected,noEvent,noEvent",0.125,0.25,0.375,0.0,0.375
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,13,"When it came time to scrimmage the other 3rd and 4th grade team, they SHOULD have demolished them,  but since Sam was a left tackle and his job was to protect the punk that had been treating him like crap - he decided to literally, and VERY obviously step aside and allowed the 150 lb beast of a defensive linebacker attack the little jerk.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,major-surprising,major-surprising,major-surprising,major-surprising,noEvent,major-surprising",0.75,0.0,0.0,0.75,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,14,"After taking a couple of hits, Nate, the snot nosed coach's son, started hollering at Sam to do his job.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"major-surprising,major-surprising,major-surprising,minor-expected,minor-expected,major-expected,minor-expected,minor-expected",0.5,0.5,0.625,0.375,1.0
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,15,"Sam called a time out and very loudly said, 'I tell you what, Nate.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"major-surprising,minor-expected,major-expected,noEvent,noEvent,major-surprising,minor-expected,major-surprising",0.5,0.25,0.375,0.375,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,16,"I'll make you a deal - you stop talking smack about me and treating me like dirt, and I will do my job.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,noEvent,minor-expected,minor-expected,major-surprising,minor-expected,noEvent",0.25,0.375,0.375,0.25,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,17,Does it seem really smart to be mean to the one person protecting you from a monster sized kid with death in his eyes?,3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,noEvent,major-surprising,minor-expected,major-surprising,noEvent,noEvent",0.375,0.125,0.125,0.375,0.5
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,18,Do you think it makes sense to piss off someone twice your size?,3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,noEvent,noEvent,noEvent,major-expected,noEvent,noEvent",0.25,0.0,0.125,0.125,0.25
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,19,So what do you think?,3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,20,"Are you ready to be nice, or do I need to keep leaving a hole?'",3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,noEvent,noEvent,noEvent,minor-expected,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,21,The whole field was silent - and the kid was so red.,3GNCZX450J9E72X7C0B85YCCTW6PAM,"major-surprising,major-surprising,noEvent,noEvent,noEvent,major-expected,minor-expected,minor-expected",0.375,0.25,0.375,0.25,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,22,His mother gasped.,3GNCZX450J9E72X7C0B85YCCTW6PAM,"minor-expected,minor-expected,noEvent,noEvent,noEvent,major-surprising,minor-expected,minor-expected",0.125,0.5,0.5,0.125,0.625
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,23,"I was SO SO proud, of Sam - and then someone started clapping, and then everyone joined in.",3GNCZX450J9E72X7C0B85YCCTW6PAM,"major-expected,major-surprising,noEvent,noEvent,minor-expected,minor-expected,major-surprising,major-surprising",0.5,0.25,0.375,0.375,0.75
38RHULDV9Y1HA9FCA8BEP6D6LMMIW1,"This is a story about a strong, young lad who handled a poor situation with dignity and honor.  It also is about the effects of bullying and an example of exactly how this situation should be handled appropriately.",retold,3,24,He handled it like a champ - and since then - there have been no squabbles on that field!,3GNCZX450J9E72X7C0B85YCCTW6PAM,"noEvent,major-surprising,noEvent,major-surprising,major-surprising,noEvent,noEvent",0.42857142857142855,0.0,0.0,0.42857142857142855,0.42857142857142855
38Z7YZ2SB3OCQCJQYZC8XHVKXN3IQZ,A co-worker passed away and instead of a traditional funeral his wife and family requested an informal celebration of life. They were encouraged to come in informal attire and even to where his favorite sports team jerseys.,imagined,2,0,"A couple of weeks ago, there was a rumor that my co-worker, John had passed away.",3Z7EFSHGNA079QWWI5HG56O25FAXC0,"major-surprising,major-surprising,major-expected,major-surprising,major-surprising,major-surprising,major-surprising",1.0,0.0,0.14285714285714285,0.8571428571428571,1.0
38Z7YZ2SB3OCQCJQYZC8XHVKXN3IQZ,A co-worker passed away and instead of a traditional funeral his wife and family requested an informal celebration of life. They were encouraged to come in informal attire and even to where his favorite sports team jerseys.,imagined,2,1,He was so very liked by many people.,3Z7EFSHGNA079QWWI5HG56O25FAXC0,"noEvent,major-surprising,noEvent,noEvent,major-surprising,noEvent,noEvent",0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857
